Player,Pos,Age,Tm,Team Wins,Overall Seed,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jakob Poeltl,C,28,TOR,19,25,44,44,26.8,4.9,7.3,0.675,0,0,,4.9,7.3,0.675,0.675,1.2,2.2,0.557,2.8,5.7,8.5,2.4,0.7,1.5,1.6,3,11,1177,18.3,0.67,0,0.303,11.5,23.9,17.5,12.6,1.2,4.9,16.6,15.8,2,1.4,3.4,0.137,-0.6,1,0.3,0.7
Jontay Porter,PF,24,TOR,19,25,17,5,13,1.5,4.1,0.371,0.7,2.2,0.324,0.8,1.9,0.424,0.457,0.6,0.7,0.917,1,2.2,3.2,1.8,0.7,0.6,0.6,1.6,4.4,221,14.2,0.498,0.529,0.171,8.3,18.9,13.5,17.7,2.6,4.3,11.7,16.5,0.1,0.3,0.4,0.095,-1.3,1.5,0.2,0.1
Otto Porter Jr.,SF,30,TOR,19,25,15,1,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,174,8.7,0.568,0.697,0.091,3.7,14.9,9.2,5.7,1.4,2.5,5.5,8.9,0.1,0.1,0.3,0.077,-3.6,0.4,-3.2,-0.1
Immanuel Quickley,PG,24,TOR,19,25,20,20,32.1,5.5,13.7,0.401,2.6,6.4,0.406,2.9,7.3,0.397,0.496,2.6,3.2,0.825,0.4,3.6,4,5.8,0.7,0.2,1.3,1.8,16.2,641,14.2,0.537,0.467,0.23,1.3,12.5,6.8,25.4,1,0.4,7.7,21.8,0.8,0.3,1.1,0.079,0.7,-1.9,-1.2,0.1
Garrett Temple,SG,37,TOR,19,25,16,0,4.3,0.5,1.3,0.381,0.1,0.6,0.222,0.4,0.8,0.5,0.429,0.3,0.4,0.833,0.3,0.4,0.7,0.4,0.2,0,0.3,0.4,1.4,69,8.4,0.486,0.429,0.286,7.8,9.8,8.8,11.3,2.1,0,17.5,17.7,-0.1,0,0,-0.007,-4.7,-1.8,-6.5,-0.1
Gary Trent Jr.,SG,25,TOR,19,25,50,20,26.3,4.2,10.2,0.416,2.4,5.7,0.418,1.9,4.5,0.413,0.532,0.6,0.9,0.667,0.2,2,2.2,1.5,1,0.1,0.7,1.2,11.5,1313,10.3,0.541,0.559,0.088,1,8.5,4.7,7.8,1.8,0.5,6.2,18.4,0.1,0.7,0.8,0.029,-2.1,-1.2,-3.3,-0.4
Thaddeus Young,PF,35,TOR,19,25,23,6,15.2,2.3,3.8,0.621,0,0.3,0.167,2.3,3.5,0.654,0.626,0.2,0.5,0.417,1.3,2,3.3,2.2,0.8,0.1,0.5,1.7,5,350,16,0.618,0.069,0.138,8.9,14.9,11.8,19.6,2.5,0.7,10.7,12.6,0.7,0.3,1,0.143,-0.3,0.9,0.6,0.2
Jordan Clarkson,SG,31,UTA,26,20,46,19,30.2,6.1,14.8,0.415,1.7,5.7,0.299,4.4,9.1,0.487,0.472,3.3,3.8,0.879,1,2.4,3.3,4.8,0.5,0.1,2.7,1.4,17.3,1387,12.4,0.525,0.384,0.254,3.5,8.6,6.1,23.6,0.9,0.4,14.3,26.3,0.1,0.2,0.3,0.01,-1.2,-3.2,-4.5,-0.9
John Collins,PF,26,UTA,26,20,52,50,27.8,5.7,10.8,0.523,1.2,3.4,0.335,4.5,7.4,0.61,0.576,1.8,2.4,0.78,2.3,6,8.2,1.2,0.6,0.8,1.4,2.8,14.3,1447,16.1,0.603,0.317,0.218,9,23.2,16.2,6.1,1,2.6,10.4,19.8,1.9,1.2,3,0.101,-0.3,-1.3,-1.6,0.1
Kris Dunn,PG,29,UTA,26,20,48,27,18,2.2,4.6,0.477,0.7,1.6,0.416,1.5,3,0.51,0.55,0.3,0.5,0.696,0.7,2.2,2.9,4.1,1,0.5,1.3,1.9,5.4,864,14,0.56,0.347,0.104,4.5,13.1,8.8,30.3,2.8,2.2,20.8,14.1,0.9,0.8,1.7,0.096,-0.7,1.8,1.1,0.7
Keyonte George,PG,20,UTA,26,20,50,19,24.9,3.7,9.5,0.391,1.9,5.4,0.348,1.8,4.1,0.447,0.489,2.3,2.9,0.818,0.3,2.5,2.8,4.3,0.5,0.1,2,1.2,11.7,1246,11.3,0.541,0.567,0.3,1.2,11.1,6.2,23.5,1,0.3,15.5,21.2,0.5,0.3,0.8,0.03,-1,-2.2,-3.2,-0.3
Taylor Hendricks,PF,20,UTA,26,20,17,0,14.7,1.7,4.4,0.387,0.9,2.7,0.326,0.8,1.7,0.483,0.487,0.4,0.5,0.75,0.9,1.9,2.9,0.5,0.6,0.5,0.9,1.1,4.6,250,8.9,0.503,0.613,0.107,7.1,14.3,10.7,4.2,2.1,3.2,16,15.5,-0.2,0.2,0,0.006,-3.6,-1.1,-4.8,-0.2
Talen Horton-Tucker,PG,23,UTA,26,20,36,11,20.2,3.8,9.2,0.411,1.1,3.4,0.331,2.6,5.8,0.459,0.473,1.7,2.2,0.782,0.5,2,2.4,3.9,1,0.3,1.5,1.9,10.4,726,13.7,0.512,0.375,0.236,2.6,10.6,6.6,27.9,2.3,1.3,12.9,23.9,0.3,0.5,0.7,0.05,-0.7,-0.1,-0.7,0.2
Johnny Juzang,SG,22,UTA,26,20,2,0,3,0,1.5,0,0,1.5,0,0,0,,0,0,0,,0,0,0,0.5,0,0,0,0,0,6,-13.6,0,1,0,0,0,0,18.9,0,0,0,20.7,-0.1,0,-0.1,-0.42,-16.1,-9.4,-25.5,0
Walker Kessler,C,22,UTA,26,20,48,17,23.4,3.8,5.8,0.652,0.1,0.4,0.222,3.7,5.4,0.682,0.659,0.9,1.6,0.56,2.6,4.9,7.5,0.9,0.5,2.8,1,2.2,8.5,1123,18.4,0.657,0.065,0.272,12.2,22.7,17.5,5.2,1,10.3,13.7,13.2,1.7,1.6,3.3,0.139,-0.5,1.8,1.4,1
Kira Lewis Jr.,PG,22,UTA,26,20,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,1,0.5,0,0,0,0,5,13.8,0,1,0,0,0,0,45.3,9.6,0,0,8.3,0,0,0,0.074,-1.2,7.5,6.3,0
Lauri Markkanen,PF,26,UTA,26,20,46,46,32.8,7.9,16.2,0.491,3.2,8,0.403,4.7,8.1,0.579,0.592,4.3,4.8,0.887,2.3,6.2,8.6,1.9,0.8,0.5,1.3,1.9,23.4,1507,21.9,0.64,0.498,0.297,7.8,20.7,14.3,9,1.2,1.3,6.7,24.7,4.5,1,5.6,0.177,5.3,-1.5,3.8,2.2
Micah Potter,PF,25,UTA,26,20,2,0,3.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,2,2,0,0,0,0,0,0,7,1.5,0,1,0,0,62,31.3,0,0,0,0,5.9,0,0,0,-0.066,-8.2,-3.4,-11.7,0
Jason Preston,PG,24,UTA,26,20,1,0,1,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,1,0,0,1,-11.9,,,,100,0,54.7,0,0,0,100,41.4,0,0,0,-0.929,-7.9,-17.4,-25.3,0
Luka Šamanić,PF,24,UTA,26,20,26,0,5.7,0.9,2.3,0.377,0.2,0.9,0.25,0.7,1.4,0.459,0.426,0.7,0.8,0.81,0.3,1.3,1.7,0.2,0,0.1,0.4,0.6,2.7,147,8.4,0.491,0.393,0.344,6,25.8,16,3.7,0.3,1.8,13.5,22.9,-0.2,0.1,-0.1,-0.028,-5.5,-2.9,-8.4,-0.2
Brice Sensabaugh,SF,20,UTA,26,20,6,0,2.7,0.5,1.7,0.3,0.2,0.7,0.25,0.3,1,0.333,0.35,0.2,0.2,1,0.2,0.5,0.7,0.3,0,0,0.2,0.2,1.3,16,6.1,0.383,0.4,0.1,6.9,20.3,13.7,17.9,0,0,8.7,29.6,0,0,0,-0.113,-5.9,-5.6,-11.5,0
Collin Sexton,SG,25,UTA,26,20,56,33,24.6,6.1,12.5,0.487,1.6,4.1,0.39,4.5,8.4,0.534,0.551,4.1,4.7,0.868,0.9,1.7,2.6,4.6,0.7,0.2,1.9,2,17.9,1378,20.3,0.613,0.326,0.379,3.9,7.5,5.7,29.1,1.3,0.8,11.7,27.8,3.7,0.4,4.1,0.144,3.9,-1.7,2.3,1.5
Omer Yurtseven,C,25,UTA,26,20,30,6,9.1,1.3,2.8,0.482,0.1,0.5,0.2,1.2,2.3,0.544,0.5,0.2,0.4,0.538,1.2,2.4,3.6,0.4,0.1,0.4,0.8,1.2,3,272,10.9,0.507,0.181,0.157,15,28.7,21.9,6.5,0.7,3.6,21.3,17.2,-0.2,0.3,0,0.009,-4.5,-1,-5.5,-0.2
Deni Avdija,SF,23,WAS,9,29,54,54,28.2,5.1,9.8,0.521,1.1,2.8,0.405,3.9,6.9,0.568,0.58,2.4,3.3,0.74,1,5.5,6.6,3.8,0.8,0.4,2,2.5,13.8,1521,15.3,0.613,0.29,0.335,3.9,21.3,12.4,18.7,1.3,1.3,15.2,19.7,1.4,1.1,2.4,0.077,-0.4,0,-0.4,0.6
Marvin Bagley III,C,24,WAS,9,29,11,5,24.1,5.5,9.8,0.556,0.2,0.5,0.333,5.3,9.3,0.569,0.565,2.7,4.2,0.652,4,4.3,8.3,1.4,0.5,0.7,1.6,2.6,13.8,265,19.2,0.593,0.056,0.426,17.4,19.3,18.3,8.4,1.1,2.4,12.3,23.2,0.4,0.2,0.6,0.102,-0.1,-1.8,-1.8,0
Patrick Baldwin Jr.,SF,21,WAS,9,29,17,0,7.2,0.9,2.4,0.39,0.6,1.3,0.455,0.4,1.1,0.316,0.512,0.5,0.7,0.667,0.4,1.7,2.1,0.4,0.1,0.2,0.4,1.2,2.9,123,9.8,0.54,0.537,0.293,6,25.6,15.6,7.4,0.4,2,11.5,17.8,0,0.1,0.1,0.027,-3.7,-1.6,-5.4,-0.1
Jules Bernard,SG,24,WAS,9,29,6,0,4.7,0.5,2,0.25,0.2,1.3,0.125,0.3,0.7,0.5,0.292,0,0,,0.3,0.5,0.8,0.8,0.2,0.2,0.3,0.7,1.2,28,3.6,0.292,0.667,0,7.5,11.6,9.5,22.5,1.7,2.9,14.3,21,-0.1,0,-0.1,-0.15,-7.2,-1.2,-8.4,0
Jared Butler,SG,23,WAS,9,29,18,0,7.2,1.6,2.8,0.56,0.6,1.3,0.417,1,1.4,0.692,0.66,0.7,0.8,0.8,0,0.6,0.6,1.7,0.4,0.1,0.6,0.8,4.3,130,20.7,0.689,0.48,0.3,0,9.2,4.5,34.7,2.9,1.2,15,21.5,0.4,0.1,0.4,0.166,2.8,0.5,3.4,0.2
Bilal Coulibaly,SF,19,WAS,9,29,53,5,26.9,3,6.7,0.444,1,2.8,0.363,2,4,0.5,0.518,1.4,2,0.702,0.9,3.2,4.1,1.7,0.8,0.8,1.5,2.2,8.3,1426,8.7,0.55,0.41,0.292,3.5,12.9,8.1,8.2,1.5,2.3,16.4,14.1,-0.5,0.8,0.2,0.007,-3.8,-0.5,-4.3,-0.8
Johnny Davis,SG,21,WAS,9,29,23,0,8,1,2.6,0.407,0.1,0.3,0.286,1,2.3,0.423,0.424,0.2,0.3,0.571,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,2.3,183,6.4,0.435,0.119,0.119,5.2,7.1,6.1,5,2,0.9,8.8,15.6,-0.2,0.1,-0.2,-0.046,-6.2,-1.9,-8.1,-0.3
Hamidou Diallo,SG,25,WAS,9,29,2,0,2.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0,1,0.5,1,0,0.5,0.5,1,5,32.9,0.5,0,0,41.9,0,21.3,28.5,18.6,0,33.3,25.2,0,0,0,0.198,2.5,16,18.4,0
Anthony Gill,PF,31,WAS,9,29,29,0,5.6,0.8,1.6,0.489,0.1,0.4,0.25,0.7,1.2,0.571,0.521,0.4,0.6,0.75,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,2.1,163,11.4,0.564,0.255,0.34,8.4,16,12.1,8.9,1.7,3,21.7,17.8,-0.1,0.1,0,0.007,-3.6,-1.3,-5,-0.1
Richaun Holmes,PF,30,WAS,9,29,2,0,12,3,4.5,0.667,0,0,,3,4.5,0.667,0.667,0,0,,0.5,1,1.5,0.5,0.5,0.5,0,1.5,6,24,17.7,0.667,0,0,4.4,9,6.7,6.4,1.9,3.4,0,15.7,0.1,0,0.1,0.134,0.4,2.8,3.3,0
Tyus Jones,PG,27,WAS,9,29,54,54,29,5.2,10.5,0.5,1.6,3.8,0.426,3.6,6.7,0.541,0.577,0.5,0.7,0.778,0.3,2.5,2.8,6.8,1.1,0.3,0.9,0.8,12.6,1565,16.9,0.585,0.36,0.064,1,9.4,5.1,32.6,1.8,0.8,8.1,17,3.1,0.6,3.7,0.113,1.6,-0.5,1.1,1.2
Corey Kispert,SF,24,WAS,9,29,53,1,22.5,4.3,9,0.481,2,5.6,0.361,2.3,3.4,0.678,0.593,1.3,1.7,0.78,0.3,2.2,2.5,1.6,0.4,0.2,1,1.6,12,1191,12.7,0.616,0.622,0.191,1.5,10.4,5.9,10.2,0.8,0.5,9.6,20.1,0.9,0.2,1.1,0.044,-0.2,-2.2,-2.4,-0.1
Kyle Kuzma,PF,28,WAS,9,29,52,52,31.7,8.6,18.8,0.456,2.3,6.8,0.329,6.3,11.9,0.529,0.516,2.5,3.1,0.801,0.9,5.4,6.3,4.2,0.4,0.7,2.6,2.2,21.8,1649,15.4,0.543,0.365,0.165,3.1,18.5,10.7,20.7,0.6,1.8,11.6,30.1,-0.9,0.8,-0.1,-0.003,0.2,-1.9,-1.7,0.1
Eugene Omoruyi,SF,26,WAS,9,29,24,0,7.1,1.7,3.4,0.506,0.3,0.9,0.273,1.5,2.5,0.593,0.543,0.9,1.2,0.759,0.9,1.2,2.1,0.8,0.6,0,0.5,1.4,4.6,170,21.2,0.587,0.272,0.358,13.6,18.5,16,16.9,4.1,0.5,12.2,26.4,0.3,0.2,0.5,0.133,0.5,0.7,1.2,0.1
Jordan Poole,SG,24,WAS,9,29,52,52,29.2,5.6,14,0.4,1.9,6.4,0.303,3.7,7.6,0.481,0.469,2.5,2.9,0.859,0.4,2.1,2.4,3.7,1.1,0.3,2.2,3.2,15.6,1520,10.3,0.511,0.456,0.204,1.4,7.6,4.5,17.8,1.8,1,12.3,25.1,-1.6,0.6,-1,-0.032,-3.8,-1.9,-5.7,-1.4
Ryan Rollins,PG,21,WAS,9,29,10,0,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.1,2.2,0.5,0.56,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,66,22.5,0.631,0.12,0.68,3.2,14.8,8.9,23.6,5.6,3.7,17.7,25.1,0.1,0.1,0.2,0.142,0.4,4.5,4.9,0.1
Landry Shamet,SG,26,WAS,9,29,37,0,15.1,2.7,6.1,0.441,1.2,3.4,0.357,1.5,2.7,0.545,0.54,0.9,1.2,0.814,0.4,1,1.4,1.3,0.6,0.2,0.6,1.7,7.6,559,12.1,0.569,0.555,0.189,2.6,7,4.8,11.6,1.7,1.2,8.6,20.2,0.3,0.2,0.5,0.039,-1.8,-1.2,-3,-0.1
Delon Wright,PG,31,WAS,9,29,33,0,13.8,1.5,3.7,0.393,0.4,1.2,0.368,1,2.5,0.405,0.451,0.7,0.9,0.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,456,14,0.497,0.311,0.238,3,11,6.9,22.6,3.6,1.4,7.5,13.4,0.4,0.4,0.8,0.089,-2,2.3,0.3,0.3
